id,name,artist,key,mode,tempo,time_signature,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,analysis_url,preview_url
2el13qIMOd8cripOqNohGB,Mataz,Lucybell,11,1,90.037,4,345467,0.739,0.583,-7.885,0.0356,0.0683,0.0131,0.307,0.662,https://api.spotify.com/v1/audio-analysis/2el13qIMOd8cripOqNohGB,
1kjs5eR4DMzyB0gm1Z8waV,DANCE CRIP,Trueno,0,1,106.024,4,165019,0.857,0.766,-3.699,0.0978,0.108,0,0.0817,0.864,https://api.spotify.com/v1/audio-analysis/1kjs5eR4DMzyB0gm1Z8waV,https://p.scdn.co/mp3-preview/7340a6a3a997bdc99b0e91d2d11f48d79e76fd42?cid=d15799fa66d145678638eaacc0278873
1CHIyvldODAZvaMrtitxT1,Sueños,Tiro De Gracia,1,1,101.967,4,321880,0.832,0.862,-5.1,0.12,0.0713,0,0.153,0.961,https://api.spotify.com/v1/audio-analysis/1CHIyvldODAZvaMrtitxT1,
7G7CveTF706x0PYxnpDsM5,Coolo,Illya Kuryaki & The Valderramas,6,0,104.316,4,247120,0.766,0.946,-3.998,0.088,0.284,0,0.0621,0.829,https://api.spotify.com/v1/audio-analysis/7G7CveTF706x0PYxnpDsM5,
6bBqycwOrmADaMs5isZv6Q,"Nuestra Fiesta (Okupa, Segura Y No Molesta)",Tiro De Gracia,10,1,104.938,4,127707,0.745,0.719,-7.348,0.343,0.433,0,0.781,0.789,https://api.spotify.com/v1/audio-analysis/6bBqycwOrmADaMs5isZv6Q,
1MSRIh0BHzrMMUQGlV6I5o,Nature's Ratio,Slowly Rolling Camera,7,1,0,0,117947,0,0.0473,-16.737,0,0.979,0.959,0.187,0,https://api.spotify.com/v1/audio-analysis/1MSRIh0BHzrMMUQGlV6I5o,https://p.scdn.co/mp3-preview/a6374ccebfdd071950f6e0005ae6bb8385640240?cid=d15799fa66d145678638eaacc0278873
1nDn4CeL8u5O6QIm8rPu9j,More Love Less Hate,Louis Cole,8,1,173.258,5,60896,0.11,0.232,-18.884,0.0409,0.991,0.974,0.267,0.0791,https://api.spotify.com/v1/audio-analysis/1nDn4CeL8u5O6QIm8rPu9j,https://p.scdn.co/mp3-preview/f48e3608bb062bdbfb1f73e1dd5740a88d3c2c5d?cid=d15799fa66d145678638eaacc0278873
1jICgYoQuukOtDI2jnGcJC,Sweet Lullaby,Deep Forest,2,1,90.083,4,230973,0.577,0.503,-12.784,0.0378,0.313,0.714,0.342,0.414,https://api.spotify.com/v1/audio-analysis/1jICgYoQuukOtDI2jnGcJC,https://p.scdn.co/mp3-preview/66399cc2f39629bc47faba59ea0889214c4d2353?cid=d15799fa66d145678638eaacc0278873
3GmIpLMTwp72sei8B2qrvL,Ambo,The Album Leaf,0,1,100.072,3,293507,0.499,0.2,-15.057,0.0398,0.892,0.912,0.0528,0.0658,https://api.spotify.com/v1/audio-analysis/3GmIpLMTwp72sei8B2qrvL,https://p.scdn.co/mp3-preview/7464a86657ce19f508f8bfe205f2644d245017c1?cid=d15799fa66d145678638eaacc0278873
7lNltzNCgEKUF6hJI7smRW,Invocacion - Original Mix,Nicola Cruz,6,0,90.003,4,226667,0.718,0.55,-13.147,0.191,0.402,0.502,0.134,0.339,https://api.spotify.com/v1/audio-analysis/7lNltzNCgEKUF6hJI7smRW,https://p.scdn.co/mp3-preview/3c6d43e143bf8d5117cef790d65885be5253c495?cid=d15799fa66d145678638eaacc0278873
3XupqAQAoYnYVV8hBkTZ7G,Cannibal (with Elizabeth Fraser),Jónsi_Elizabeth Fraser,6,1,114.281,4,297720,0.245,0.336,-9.204,0.0309,0.628,0.000112,0.401,0.172,https://api.spotify.com/v1/audio-analysis/3XupqAQAoYnYVV8hBkTZ7G,https://p.scdn.co/mp3-preview/f78d2ee980b31f63e55fd79460f145c1ab4a82d9?cid=d15799fa66d145678638eaacc0278873
23BeruxRg4y6KoDQXYX5J1,Barakaat,Spencer Mbadu_Abdullah Ibrahim_Robbie Jansen_Monty Weber_Johnny Mekoa_Errol Dyers_Basil Mannenberg Coetzee,3,0,141.356,4,210000,0.412,0.0068,-24.392,0.059,0.988,0.925,0.122,0.321,https://api.spotify.com/v1/audio-analysis/23BeruxRg4y6KoDQXYX5J1,https://p.scdn.co/mp3-preview/10a4425634a5b06d34a10cbe57854c22c9f3e58a?cid=d15799fa66d145678638eaacc0278873
4ZCUYLHdrf6YeblkQVSOcY,Barakaat,Abdullah Ibrahim,10,0,140.769,4,294733,0.556,0.47,-16.532,0.0342,0.217,0.887,0.114,0.429,https://api.spotify.com/v1/audio-analysis/4ZCUYLHdrf6YeblkQVSOcY,https://p.scdn.co/mp3-preview/2f680507c57e31e95a7a6956e36c2f8831fcbaad?cid=d15799fa66d145678638eaacc0278873
6wcyjWiDbdL26mBzi3aHKr,Better Way - War Mix,Ben Harper,10,1,117.085,4,238467,0.663,0.784,-8.565,0.0399,0.233,0.000424,0.11,0.587,https://api.spotify.com/v1/audio-analysis/6wcyjWiDbdL26mBzi3aHKr,
4KROoGIaPaR1pBHPnR3bwC,Pink Moon,Nick Drake,3,1,82.344,4,124001,0.642,0.427,-8.471,0.0402,0.871,0.0904,0.124,0.404,https://api.spotify.com/v1/audio-analysis/4KROoGIaPaR1pBHPnR3bwC,
01hyJrAHoH26GHSWzKLeXB,Ry,Christian Löffler,7,1,123.021,3,332380,0.439,0.534,-13.529,0.0545,0.307,0.915,0.111,0.0993,https://api.spotify.com/v1/audio-analysis/01hyJrAHoH26GHSWzKLeXB,https://p.scdn.co/mp3-preview/40081d1059ed7d8221b34601ee4d18d1abf59fbf?cid=d15799fa66d145678638eaacc0278873
1Zi5EhhPgieVkdSgWYldt0,Les bateaux - Polocorp Remix,Pépite_Polocorp,7,1,91.99,4,268452,0.613,0.482,-6.571,0.0327,0.0972,0.00329,0.0734,0.14,https://api.spotify.com/v1/audio-analysis/1Zi5EhhPgieVkdSgWYldt0,https://p.scdn.co/mp3-preview/f9749c165fa808e903f73cbb531e43e3190cff27?cid=d15799fa66d145678638eaacc0278873
0fxJy1wxAb2bSxaJy02RAi,Idol Eyes,Common Saints,2,0,173.859,4,288427,0.502,0.631,-7.462,0.0292,0.175,0.0632,0.099,0.747,https://api.spotify.com/v1/audio-analysis/0fxJy1wxAb2bSxaJy02RAi,https://p.scdn.co/mp3-preview/18d702dc7c6a09ff1bdff9cb36931649543c809b?cid=d15799fa66d145678638eaacc0278873
3Fx2F1AMPaQceGy2cOJoKX,Spinning Away,Brian Eno_John Cale,9,1,114.616,4,327120,0.575,0.761,-7.306,0.0407,0.146,0.17,0.159,0.74,https://api.spotify.com/v1/audio-analysis/3Fx2F1AMPaQceGy2cOJoKX,https://p.scdn.co/mp3-preview/ed0b59aaec09d57e816b862a748abd5007b41f82?cid=d15799fa66d145678638eaacc0278873
2dGXDL8P7ibb3uPdQ4ybuM,Lying Has To Stop,Soft Hair_LA Priest_Connan Mockasin,2,0,74.849,4,356960,0.552,0.501,-7.742,0.0918,0.921,0.047,0.284,0.529,https://api.spotify.com/v1/audio-analysis/2dGXDL8P7ibb3uPdQ4ybuM,https://p.scdn.co/mp3-preview/849e84a79aa64523f82b7d2d9f591b3dc9ea596a?cid=d15799fa66d145678638eaacc0278873
4ll1UfyVm9we6xoTNGnMYO,Italove,EMMANUELLE,11,1,120.411,4,319459,0.786,0.603,-9.624,0.0521,0.455,0.438,0.0688,0.7,https://api.spotify.com/v1/audio-analysis/4ll1UfyVm9we6xoTNGnMYO,https://p.scdn.co/mp3-preview/02c01ff502340361a1b4d8d64a2298973d7c10d1?cid=d15799fa66d145678638eaacc0278873
6rivY3np1i0zKbBeDvYJ5V,Dialogue,Akın Sevgör,7,0,99.994,4,441300,0.723,0.274,-14.887,0.043,0.775,0.866,0.123,0.192,https://api.spotify.com/v1/audio-analysis/6rivY3np1i0zKbBeDvYJ5V,https://p.scdn.co/mp3-preview/472f9081ffdd6b37d9f3c69a5594819fc0d66b3d?cid=d15799fa66d145678638eaacc0278873
365aaZpqu7QkCmEZHzyjBa,Aberration,Soehngen,4,0,120.007,4,332490,0.806,0.426,-11.623,0.0828,0.353,0.879,0.0857,0.462,https://api.spotify.com/v1/audio-analysis/365aaZpqu7QkCmEZHzyjBa,https://p.scdn.co/mp3-preview/fd34735cf660b2c6448cd480922b45ba0c1d108d?cid=d15799fa66d145678638eaacc0278873
3KWsnbH1djzELbc2TNGbMi,Dr. Ácula,Le Blanc Casanova_Dan Solo,4,0,119.001,4,389265,0.83,0.809,-7.259,0.0643,0.0415,0.795,0.147,0.615,https://api.spotify.com/v1/audio-analysis/3KWsnbH1djzELbc2TNGbMi,https://p.scdn.co/mp3-preview/d6a9dba490fac38db4cb0d8c40554aaa1c845d47?cid=d15799fa66d145678638eaacc0278873
7C847qiWSRNxvkZUK9sY1b,Antonino,Antonin,7,1,107.987,4,193571,0.759,0.705,-10.161,0.0376,0.712,0.63,0.346,0.68,https://api.spotify.com/v1/audio-analysis/7C847qiWSRNxvkZUK9sY1b,https://p.scdn.co/mp3-preview/95cf3633e5ed7b255117b689317b8ec32b60e932?cid=d15799fa66d145678638eaacc0278873
0JGI14MllJbJIUaxv3qp7S,Waves - Original Mix,Ouhana,2,1,104.022,4,355457,0.685,0.746,-10.916,0.052,0.0526,0.855,0.0959,0.0475,https://api.spotify.com/v1/audio-analysis/0JGI14MllJbJIUaxv3qp7S,https://p.scdn.co/mp3-preview/0258d611dd706dfede49895b32132646011954c4?cid=d15799fa66d145678638eaacc0278873
1MyxRALnHqj0xTHE2QTyGn,"Your Life - 12"" Version",Konk,8,1,118.813,4,445133,0.797,0.667,-14.407,0.0838,0.0914,0.64,0.123,0.694,https://api.spotify.com/v1/audio-analysis/1MyxRALnHqj0xTHE2QTyGn,https://p.scdn.co/mp3-preview/f400194cf9200f1d0bdafe42ee380637b494e4ff?cid=d15799fa66d145678638eaacc0278873
57KDDGijeqbwsiBOhdo4PT,Deadly Valentine (Soulwax Remix),Charlotte Gainsbourg_Soulwax,11,1,104.976,4,475058,0.799,0.858,-5.977,0.0588,0.0422,0.783,0.0625,0.965,https://api.spotify.com/v1/audio-analysis/57KDDGijeqbwsiBOhdo4PT,https://p.scdn.co/mp3-preview/c58f4f1a90029672dc4fe6917cbd6541fde7c3e0?cid=d15799fa66d145678638eaacc0278873
7adPuLpiEFz8G1EQ70TwnB,Time Out of Mind,Lou Hayter,2,1,124.005,4,219173,0.962,0.596,-4.826,0.0388,0.034,0.017,0.0718,0.961,https://api.spotify.com/v1/audio-analysis/7adPuLpiEFz8G1EQ70TwnB,https://p.scdn.co/mp3-preview/4f14df649111c81ec2c85e4dfe4b1a54edba8785?cid=d15799fa66d145678638eaacc0278873
5TssCy8jWgdqBNxapCNF3U,Snowflake,trentemøller,7,1,168.01,1,558016,0.554,0.264,-16.699,0.034,0.215,0.876,0.0814,0.289,https://api.spotify.com/v1/audio-analysis/5TssCy8jWgdqBNxapCNF3U,https://p.scdn.co/mp3-preview/a7f7fb287b6f1406176a24b8faf417557fa3ec94?cid=d15799fa66d145678638eaacc0278873
2rsswxxShjBqoEj7dbr4Sb,Grifting,Timber Timbre,4,0,91.99,3,261187,0.749,0.46,-7.641,0.0372,0.117,0.00237,0.106,0.43,https://api.spotify.com/v1/audio-analysis/2rsswxxShjBqoEj7dbr4Sb,https://p.scdn.co/mp3-preview/2a910647e957f9faf28a81b69cf2367e5bf6e489?cid=d15799fa66d145678638eaacc0278873
3S80BeZOHtVw59qop6i4bv,Sunny,Booker T. & the M.G.'s,2,0,121.923,4,206267,0.62,0.246,-15.728,0.031,0.0263,0.642,0.224,0.405,https://api.spotify.com/v1/audio-analysis/3S80BeZOHtVw59qop6i4bv,https://p.scdn.co/mp3-preview/1788910dd1ca9bd1008177a53ca7c63bed080882?cid=d15799fa66d145678638eaacc0278873
2WLaRlaBmBHL6dqaovdO0m,Electric Lines,Joe Goddard,8,1,126.028,4,357401,0.734,0.436,-10.72,0.0305,0.2,0.0607,0.0872,0.197,https://api.spotify.com/v1/audio-analysis/2WLaRlaBmBHL6dqaovdO0m,https://p.scdn.co/mp3-preview/d271985d0516974c90b59d0a30b51e95bb10fafe?cid=d15799fa66d145678638eaacc0278873
5qTnlwbe18VRvDJQYAreGW,Nagano,CLUBZ_Ela Minus,5,0,79.496,4,183813,0.588,0.783,-5.788,0.0421,0.0112,0.71,0.101,0.876,https://api.spotify.com/v1/audio-analysis/5qTnlwbe18VRvDJQYAreGW,https://p.scdn.co/mp3-preview/7f8d76a7f35de1d907fa712fc7d795863f8240e5?cid=d15799fa66d145678638eaacc0278873
6gVfhIA3EEC8lFxqU8HPo8,Cantina Theme (Workin' for the Law),Bob Dylan,9,1,127.03,4,173613,0.634,0.105,-21.741,0.0424,0.921,0.905,0.204,0.286,https://api.spotify.com/v1/audio-analysis/6gVfhIA3EEC8lFxqU8HPo8,https://p.scdn.co/mp3-preview/765c47905929340865c8f8163dd84429d3704b93?cid=d15799fa66d145678638eaacc0278873
1MjvIX1Qv2d5Tz0ZkB2ddj,Pélléas,PAVANE,1,1,134.002,3,231221,0.75,0.679,-10.293,0.045,0.286,0.85,0.363,0.4,https://api.spotify.com/v1/audio-analysis/1MjvIX1Qv2d5Tz0ZkB2ddj,https://p.scdn.co/mp3-preview/b17de8322c5db022414e0be516c1dfa7d3f3fb58?cid=d15799fa66d145678638eaacc0278873
7rLpDfh3VdIl2d8qQCdngy,"Duel, pt. 1",Weekend Affair,6,1,105.01,4,300920,0.789,0.782,-7.93,0.0762,0.313,0.368,0.594,0.518,https://api.spotify.com/v1/audio-analysis/7rLpDfh3VdIl2d8qQCdngy,https://p.scdn.co/mp3-preview/a2279f1d4426d098a6ca2a4222b5369daa4c2eb6?cid=d15799fa66d145678638eaacc0278873
2dg6A2dFk58LWJslItorJM,Moan,trentemøller,5,0,119.998,4,351326,0.648,0.475,-15.807,0.0367,0.21,0.868,0.0777,0.102,https://api.spotify.com/v1/audio-analysis/2dg6A2dFk58LWJslItorJM,https://p.scdn.co/mp3-preview/62d2428d30ab9a19a730e99a3929d13af522cd01?cid=d15799fa66d145678638eaacc0278873
7CUBB5yE9AtXQZANojfUUG,The bootleggers,Kid Loco,7,0,91.0,4,428266,0.653,0.652,-8.573,0.0361,0.311,0.927,0.0981,0.214,https://api.spotify.com/v1/audio-analysis/7CUBB5yE9AtXQZANojfUUG,https://p.scdn.co/mp3-preview/36d76fdf38cd67a44a4ad2af74ad187952b871d8?cid=d15799fa66d145678638eaacc0278873
0Q66ZWDAQ3vzDonXpGe8C8,What Would You Say?,Part Time,9,0,109.939,4,223213,0.625,0.725,-11.353,0.0357,0.312,0.146,0.151,0.539,https://api.spotify.com/v1/audio-analysis/0Q66ZWDAQ3vzDonXpGe8C8,https://p.scdn.co/mp3-preview/377c4289b18dd2e5747c3ce0fff95d93518797cc?cid=d15799fa66d145678638eaacc0278873
3iX80Yl6jpfp1VqzOty3eU,The Smooth Gardens,Parallelle_Abundance,2,1,112.0,4,553097,0.814,0.463,-10.748,0.0402,0.0905,0.819,0.0956,0.168,https://api.spotify.com/v1/audio-analysis/3iX80Yl6jpfp1VqzOty3eU,https://p.scdn.co/mp3-preview/0abc34846ed0cdee95b228746228a2622802d103?cid=d15799fa66d145678638eaacc0278873
6jmgC53CTkpUYOVlupOWz9,February,Lusine,7,1,118.016,4,421086,0.835,0.84,-8.015,0.0448,0.0162,0.818,0.061,0.484,https://api.spotify.com/v1/audio-analysis/6jmgC53CTkpUYOVlupOWz9,https://p.scdn.co/mp3-preview/68824b50a1f0d28d83200c3fad7aab5c63163aaf?cid=d15799fa66d145678638eaacc0278873
6utYINltaI9TB6xjpNFXQS,Balera De Mar,Opez,2,1,81.151,4,215056,0.598,0.262,-12.676,0.0335,0.964,0.911,0.111,0.155,https://api.spotify.com/v1/audio-analysis/6utYINltaI9TB6xjpNFXQS,https://p.scdn.co/mp3-preview/3df4ad71292839f19bbaefe2459bdbf127ab42c0?cid=d15799fa66d145678638eaacc0278873
4RKkM08C2YQFMmnUHTkl5P,Happiness - 2019 Remaster,Jónsi_Alex Somers,7,1,80.044,4,559360,0.0741,0.298,-14.354,0.0414,0.295,0.925,0.114,0.036,https://api.spotify.com/v1/audio-analysis/4RKkM08C2YQFMmnUHTkl5P,https://p.scdn.co/mp3-preview/751eeda3822d6e00a6f8ed23b6d0ea46a0364252?cid=d15799fa66d145678638eaacc0278873
5DSi7heBC8eTIFROBvttnp,Season Of The Witch,Lana Del Rey,2,1,95.984,4,247148,0.674,0.205,-14.173,0.0399,0.896,0.0272,0.114,0.355,https://api.spotify.com/v1/audio-analysis/5DSi7heBC8eTIFROBvttnp,
6Y4cnbaeT5RgE9QvSeTuCY,Pound For Pound,The Bad Plus,0,1,119.879,4,370133,0.653,0.229,-11.276,0.0399,0.67,0.926,0.107,0.218,https://api.spotify.com/v1/audio-analysis/6Y4cnbaeT5RgE9QvSeTuCY,
59cz7nnzQ6roNXBEDqkMJc,Last Chance,Thornato_The Spy From Cairo,5,0,104.331,4,167488,0.543,0.437,-11.871,0.0782,0.463,0.632,0.104,0.298,https://api.spotify.com/v1/audio-analysis/59cz7nnzQ6roNXBEDqkMJc,https://p.scdn.co/mp3-preview/6d99b2e09568371f131185edb9d90bb988180bb2?cid=d15799fa66d145678638eaacc0278873
7bbrCK2N6BrH4KOpF9lvzG,Kalimera,Rodrigo Gallardo_Cafe De Anatolia,6,1,101.998,4,393500,0.775,0.382,-11.216,0.0602,0.138,0.873,0.0846,0.364,https://api.spotify.com/v1/audio-analysis/7bbrCK2N6BrH4KOpF9lvzG,https://p.scdn.co/mp3-preview/e46dae6b1791bce6d792fdc9ce7f8131d8431573?cid=d15799fa66d145678638eaacc0278873
5nXzGwLLVR7HwWM7pe8Lbv,Amarsi un po,Antoine Pesle,7,1,90.022,4,277528,0.679,0.54,-8.89,0.193,0.472,0.904,0.0927,0.514,https://api.spotify.com/v1/audio-analysis/5nXzGwLLVR7HwWM7pe8Lbv,https://p.scdn.co/mp3-preview/71ea773078bbc8085aa70ae2b8aea911bc98fe15?cid=d15799fa66d145678638eaacc0278873
2T3WIcPJyw9KSY2eTujP9x,Titles,Matthew Herbert,9,0,114.895,3,192674,0.318,0.0866,-17.314,0.0431,0.964,0.631,0.0739,0.0402,https://api.spotify.com/v1/audio-analysis/2T3WIcPJyw9KSY2eTujP9x,https://p.scdn.co/mp3-preview/449775bbaace864e75c8dd532235d350fb39e0d0?cid=d15799fa66d145678638eaacc0278873
2CwTaBYcezpRSaQbj2KctD,A Little Soul,Pulp,7,1,96.004,4,197867,0.646,0.511,-9.15,0.0294,0.171,0.00167,0.288,0.549,https://api.spotify.com/v1/audio-analysis/2CwTaBYcezpRSaQbj2KctD,
1fLbQTv0qljtN4WZpLpk1O,I Wish - Radio Edit,Skee-Lo,7,1,97.877,4,252307,0.715,0.738,-10.139,0.157,0.00826,0,0.26,0.573,https://api.spotify.com/v1/audio-analysis/1fLbQTv0qljtN4WZpLpk1O,https://p.scdn.co/mp3-preview/0cdcf0c69ecb3adbed1e31f6274bc298d5f8a924?cid=d15799fa66d145678638eaacc0278873
1hhbjqeEfUjzSweXFWIuSk,Hommage,DAVID AUGUST_Wanja,7,0,95.0,4,232772,0.602,0.332,-12.441,0.0943,0.307,0.886,0.252,0.258,https://api.spotify.com/v1/audio-analysis/1hhbjqeEfUjzSweXFWIuSk,https://p.scdn.co/mp3-preview/12d2cb328082c566b1ec447895ecf1faa81e9d36?cid=d15799fa66d145678638eaacc0278873
5WUZHSTSiVjHX7VlYFQGkZ,Duvan,Amason,7,1,118.977,4,234973,0.719,0.585,-7.745,0.0272,0.235,0.294,0.142,0.63,https://api.spotify.com/v1/audio-analysis/5WUZHSTSiVjHX7VlYFQGkZ,
1aMJTyCRfxfp8luej4rjAC,Spinning Away,Brian Eno_John Cale,9,1,114.616,4,327120,0.575,0.761,-7.306,0.0407,0.146,0.17,0.159,0.74,https://api.spotify.com/v1/audio-analysis/1aMJTyCRfxfp8luej4rjAC,https://p.scdn.co/mp3-preview/ed0b59aaec09d57e816b862a748abd5007b41f82?cid=d15799fa66d145678638eaacc0278873
1J2tfINpEHRhCP8CUS15lE,The Message,Grandmaster Flash & The Furious Five,2,1,100.757,4,193000,0.926,0.816,-7.072,0.221,0.042,0,0.114,0.777,https://api.spotify.com/v1/audio-analysis/1J2tfINpEHRhCP8CUS15lE,https://p.scdn.co/mp3-preview/17b1c6a7c2c9c18c6c8028a1a36f4a20d016196e?cid=d15799fa66d145678638eaacc0278873
5ncZcFaBXfjmd1LL24evtl,Midnight Round Mekines,Javier Bergia,9,1,133.962,4,210802,0.711,0.696,-9.922,0.0277,0.0163,0.000693,0.105,0.784,https://api.spotify.com/v1/audio-analysis/5ncZcFaBXfjmd1LL24evtl,https://p.scdn.co/mp3-preview/f46832cfed205643712aa7acf2a57322d92e88b5?cid=d15799fa66d145678638eaacc0278873
4B7lJ0073KDXFgWXivllAd,Sincera,The Don Mason Trio,6,1,79.064,4,158619,0.356,0.083,-20.743,0.0397,0.968,0.922,0.108,0.175,https://api.spotify.com/v1/audio-analysis/4B7lJ0073KDXFgWXivllAd,https://p.scdn.co/mp3-preview/1e30025fa5cdb283c3dc7f69159b6bb4d49166ce?cid=d15799fa66d145678638eaacc0278873
7cZxQ0m9bK0TLsaUD2UoQd,Midnight Fairytale,Tanner King Trio,0,1,123.575,4,129415,0.502,0.168,-15.757,0.0355,0.969,0.971,0.111,0.158,https://api.spotify.com/v1/audio-analysis/7cZxQ0m9bK0TLsaUD2UoQd,https://p.scdn.co/mp3-preview/dc8d7d47ecd9181641fc0648dfe2d1054cdf9235?cid=d15799fa66d145678638eaacc0278873
5El211T02lZsF1Qm9R83xD,Azrael - Live,HVOB,10,1,121.003,4,523032,0.396,0.767,-9.039,0.0347,0.00434,0.861,0.831,0.066,https://api.spotify.com/v1/audio-analysis/5El211T02lZsF1Qm9R83xD,https://p.scdn.co/mp3-preview/47d88fede5efd0b1ff42d731508616dd21ff11d3?cid=d15799fa66d145678638eaacc0278873
7KxnNIxsZ16bciHSg46lSe,Gopher,Thomas Newman,7,1,137.811,4,40307,0.294,0.226,-17.004,0.0372,0.98,0.918,0.0972,0.107,https://api.spotify.com/v1/audio-analysis/7KxnNIxsZ16bciHSg46lSe,
64lIUwQx1vwo4PIrS5jYb1,Long Distance Love,Little Feat,7,1,113.618,4,163307,0.792,0.289,-11.851,0.058,0.64,0.00211,0.108,0.355,https://api.spotify.com/v1/audio-analysis/64lIUwQx1vwo4PIrS5jYb1,https://p.scdn.co/mp3-preview/b38528cf3e6f1f4795e29f0cff38a27c0975decc?cid=d15799fa66d145678638eaacc0278873
2SkcfuzAoyrBWkdbxn7Lu1,Time Out Of Mind,Steely Dan,2,1,124.397,4,252413,0.898,0.463,-10.777,0.0596,0.148,0.0169,0.0383,0.952,https://api.spotify.com/v1/audio-analysis/2SkcfuzAoyrBWkdbxn7Lu1,
15846HZc17ZxR3bWKOlNwr,Predator,WYR GEMI,2,1,105.008,4,170494,0.828,0.418,-8.207,0.0424,0.00145,0.903,0.153,0.078,https://api.spotify.com/v1/audio-analysis/15846HZc17ZxR3bWKOlNwr,https://p.scdn.co/mp3-preview/fb650a6e3fa615d34bd3d6282e76b6ece11764c9?cid=d15799fa66d145678638eaacc0278873
6zRZt9U6nzjTrqTqUGMD6V,The Road of Trials,Austin Wintory,4,0,75.867,4,256819,0.381,0.374,-17.024,0.038,0.888,0.923,0.24,0.254,https://api.spotify.com/v1/audio-analysis/6zRZt9U6nzjTrqTqUGMD6V,https://p.scdn.co/mp3-preview/0bb49f90215aba98a3cbd958b3d371bac81e10ef?cid=d15799fa66d145678638eaacc0278873
6lJZcQbtCNLCDOqS8ijRMo,Threshold,Austin Wintory,1,0,72.062,5,365197,0.111,0.181,-22.166,0.0409,0.957,0.945,0.12,0.109,https://api.spotify.com/v1/audio-analysis/6lJZcQbtCNLCDOqS8ijRMo,https://p.scdn.co/mp3-preview/5bfec35c51027476f161a4bb61d58aa0b5cc65d4?cid=d15799fa66d145678638eaacc0278873
5Mnf0Pkp1DycXSMLnnOFfZ,Mutiny!,Thomas Newman,8,1,81.211,4,89320,0.434,0.308,-13.308,0.0451,0.952,0.924,0.108,0.0394,https://api.spotify.com/v1/audio-analysis/5Mnf0Pkp1DycXSMLnnOFfZ,
0L7uv15w5nZEazpJ4ITdIH,Worry Wait,Thomas Newman,9,1,144.337,4,79107,0.155,0.198,-19.986,0.0434,0.75,0.509,0.143,0.0804,https://api.spotify.com/v1/audio-analysis/0L7uv15w5nZEazpJ4ITdIH,
5RAuFfuoH5jaWYSQu43pM4,Haku,Oklou,8,0,135.022,4,205875,0.667,0.791,-10.164,0.109,0.0128,0.246,0.265,0.37,https://api.spotify.com/v1/audio-analysis/5RAuFfuoH5jaWYSQu43pM4,https://p.scdn.co/mp3-preview/62f86a2124e5060b03d195030ef7170297bdb405?cid=d15799fa66d145678638eaacc0278873
3mEb1rDaVl13swOcpkItwJ,La forêt,Lescop,7,1,132.03,4,284508,0.862,0.468,-5.697,0.0708,0.00456,0.714,0.0884,0.737,https://api.spotify.com/v1/audio-analysis/3mEb1rDaVl13swOcpkItwJ,https://p.scdn.co/mp3-preview/a2d60f832d9195af4e842bf228a088658178dfd9?cid=d15799fa66d145678638eaacc0278873
1QKBsCcDBVx9iGglTugZ9P,Sea of Dreams,Baby Alpaca,2,1,184.067,4,237853,0.635,0.22,-14.897,0.0573,0.837,0.214,0.075,0.23,https://api.spotify.com/v1/audio-analysis/1QKBsCcDBVx9iGglTugZ9P,https://p.scdn.co/mp3-preview/4451639bb5c19b521aef442a87ac99aa251e39ee?cid=d15799fa66d145678638eaacc0278873
5moOCj2U0YjYqWqJqEMurH,Unassigned,The Vernon Spring,9,1,137.109,1,76640,0.266,0.132,-33.607,0.0392,0.993,0.87,0.103,0.374,https://api.spotify.com/v1/audio-analysis/5moOCj2U0YjYqWqJqEMurH,https://p.scdn.co/mp3-preview/5082cd805fb3bca3daa047ca80dfe9b42dd72ad4?cid=d15799fa66d145678638eaacc0278873
6jVVnTIC1zHFFdn2rBOE2g,This Must Be the Place (Naive Melody) - Live,David Byrne,5,1,117.158,4,350587,0.709,0.49,-13.565,0.152,0.431,1.25e-05,0.946,0.745,https://api.spotify.com/v1/audio-analysis/6jVVnTIC1zHFFdn2rBOE2g,https://p.scdn.co/mp3-preview/1773cf6f9cb07fc4a626ec98a11fa5bacb818315?cid=d15799fa66d145678638eaacc0278873
2kS22RuE1BNulfDtHW1EjH,Plays John Cassavetes 2,Ekkehard Ehlers,7,1,134.089,3,597427,0.155,0.377,-12.462,0.037,0.152,0.771,0.0863,0.0387,https://api.spotify.com/v1/audio-analysis/2kS22RuE1BNulfDtHW1EjH,https://p.scdn.co/mp3-preview/e8db81214d9ff321ef02d90a2c924ad39882e2b4?cid=d15799fa66d145678638eaacc0278873
07eGxuz8bL6QMsRqEe1Adu,Svefn-g-englar,Sigur Rós,9,1,136.913,5,606850,0.2,0.466,-12.298,0.0486,0.557,0.702,0.108,0.0572,https://api.spotify.com/v1/audio-analysis/07eGxuz8bL6QMsRqEe1Adu,https://p.scdn.co/mp3-preview/4858e87819a713e654dbd1e5d0f731e7747bbc8c?cid=d15799fa66d145678638eaacc0278873
71o4WjzsQ23DQKu5DpbflL,Turning Pages,The Matthew Herbert Big Band_Matthew Herbert,10,0,99.794,4,465133,0.443,0.246,-14.522,0.0393,0.536,0.615,0.0724,0.341,https://api.spotify.com/v1/audio-analysis/71o4WjzsQ23DQKu5DpbflL,https://p.scdn.co/mp3-preview/e3cd50165f66a965956a777ca80aebf7addb305c?cid=d15799fa66d145678638eaacc0278873
