id,name,artist,key,mode,tempo,time_signature,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,analysis_url,preview_url
64LIXzhRAUjVXSG6p0tjHF,Grundstück,Einstürzende Neubauten,2,1,145.861,3,223493,0.466,0.349,-15.928,0.0397,0.0551,0.0182,0.109,0.518,https://api.spotify.com/v1/audio-analysis/64LIXzhRAUjVXSG6p0tjHF,
4FzPIalyruWIiefI91qe4B,Rock 'n' Roll High School - 2002 Remaster,Ramones,0,1,188.853,4,137400,0.499,0.87,-4.431,0.126,0.0183,0,0.0512,0.893,https://api.spotify.com/v1/audio-analysis/4FzPIalyruWIiefI91qe4B,https://p.scdn.co/mp3-preview/5bd0550d02729e5db3d39a7b5069e18948e65638?cid=d15799fa66d145678638eaacc0278873
6yXm3xUj0fcN4dGwBAl9qM,Poison Heart,Ramones,1,0,148.506,4,243467,0.519,0.967,-5.645,0.0371,0.00385,0.000344,0.0966,0.675,https://api.spotify.com/v1/audio-analysis/6yXm3xUj0fcN4dGwBAl9qM,https://p.scdn.co/mp3-preview/8f0746e0271ad15d66246b05517d2571c210deb6?cid=d15799fa66d145678638eaacc0278873
07b5vArZtW08PuEqCw61Ei,Pet Sematary,Ramones,2,0,148.147,4,209107,0.437,0.953,-5.869,0.0414,0.000498,0.000863,0.235,0.667,https://api.spotify.com/v1/audio-analysis/07b5vArZtW08PuEqCw61Ei,https://p.scdn.co/mp3-preview/c019aae16f6d5324e820ff10f27b192fcd6095b6?cid=d15799fa66d145678638eaacc0278873
7DTn7KKQTg1uqSgk8TRWly,Play Me,Michel Petrucciani,1,1,92.05,4,317067,0.554,0.515,-14.628,0.0307,0.831,0.91,0.0793,0.405,https://api.spotify.com/v1/audio-analysis/7DTn7KKQTg1uqSgk8TRWly,
31uidLEHAcF8Cw1cX1VCS8,Autobahn - 2009 Remaster,Kraftwerk,2,1,81.681,4,1367093,0.333,0.497,-15.606,0.0366,0.105,0.872,0.129,0.113,https://api.spotify.com/v1/audio-analysis/31uidLEHAcF8Cw1cX1VCS8,https://p.scdn.co/mp3-preview/97bd55998789d56f61640f38e7c7a42563c1fb30?cid=d15799fa66d145678638eaacc0278873
1fbuWhPQIH1NxU3iATVGJZ,Telegraph,Orchestral Manoeuvres In The Dark,5,1,137.906,4,177827,0.607,0.892,-7.114,0.0337,0.749,0.259,0.134,0.302,https://api.spotify.com/v1/audio-analysis/1fbuWhPQIH1NxU3iATVGJZ,
6LK02wa4H5KqXKjA3kBlsZ,The Beginning And The End - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,1,1,129.364,4,228173,0.503,0.318,-9.195,0.0283,0.545,0.942,0.0992,0.0783,https://api.spotify.com/v1/audio-analysis/6LK02wa4H5KqXKjA3kBlsZ,
4C3Xzd8wUP7w9waVjQqR7d,Thrill Me,Orchestral Manoeuvres In The Dark_Taron Egerton_Hugh Jackman,9,0,136.002,4,241680,0.676,0.898,-5.416,0.0332,0.000214,0,0.592,0.491,https://api.spotify.com/v1/audio-analysis/4C3Xzd8wUP7w9waVjQqR7d,
4TgtcH6P25PBYU4y0WfGZE,Messages - Single Version / Remastered 2003,Orchestral Manoeuvres In The Dark,1,1,130.102,4,286493,0.547,0.868,-6.375,0.0408,0.0149,0.149,0.0666,0.8,https://api.spotify.com/v1/audio-analysis/4TgtcH6P25PBYU4y0WfGZE,
1D2QnxvMOac95EG9C0KbsJ,So In Love,Orchestral Manoeuvres In The Dark,5,1,120.049,4,209360,0.599,0.805,-7.07,0.0277,0.0863,0.0013,0.566,0.962,https://api.spotify.com/v1/audio-analysis/1D2QnxvMOac95EG9C0KbsJ,
3NYCaxkggl0Hh8vQptSUvV,Enola Gay - Remastered 2003,Orchestral Manoeuvres In The Dark,2,0,143.319,4,213693,0.559,0.764,-7.058,0.0348,0.00441,0.0299,0.0807,0.932,https://api.spotify.com/v1/audio-analysis/3NYCaxkggl0Hh8vQptSUvV,
4i4QN9Zs5s7OZRRLIYHMmP,Souvenir - Remastered 2003,Orchestral Manoeuvres In The Dark,1,1,102.8,4,219507,0.741,0.742,-7.557,0.0306,0.497,0.885,0.0863,0.845,https://api.spotify.com/v1/audio-analysis/4i4QN9Zs5s7OZRRLIYHMmP,
1qeUOjWCKCPNcDc4Jg9tTF,Don't Play That Song,Peppino Di Capri,0,1,112.622,4,177733,0.645,0.639,-3.934,0.0298,0.627,2.16e-05,0.176,0.955,https://api.spotify.com/v1/audio-analysis/1qeUOjWCKCPNcDc4Jg9tTF,https://p.scdn.co/mp3-preview/119729aa71abb740a0da304e80d55ec56f765e77?cid=d15799fa66d145678638eaacc0278873
60TmG8cFPMBo7kTTFOLiAB,Electricity - Remastered 2003,Orchestral Manoeuvres In The Dark,9,0,161.647,4,219067,0.47,0.909,-5.215,0.0339,0.00732,0.304,0.314,0.534,https://api.spotify.com/v1/audio-analysis/60TmG8cFPMBo7kTTFOLiAB,
0WnVjkW8k8Zo37JAI7K8zF,Secret,Orchestral Manoeuvres In The Dark,9,1,114.471,4,236333,0.717,0.651,-8.597,0.0284,0.276,0.00272,0.0488,0.904,https://api.spotify.com/v1/audio-analysis/0WnVjkW8k8Zo37JAI7K8zF,
3ix6K4wZY29bCujrSznwFZ,Let's Dance - 2018 Remaster,David Bowie,10,0,114.846,4,457676,0.654,0.743,-7.44,0.0605,0.0125,0.0272,0.153,0.632,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,https://p.scdn.co/mp3-preview/9395ee9a5ea0aacd4cd8bf1b1686c252bdd8b63e?cid=d15799fa66d145678638eaacc0278873
1QPyxS4S4s97qBNZgc1HuJ,Time After Time,Tuck & Patti,0,1,123.92,4,288880,0.58,0.189,-12.769,0.0646,0.873,0,0.111,0.348,https://api.spotify.com/v1/audio-analysis/1QPyxS4S4s97qBNZgc1HuJ,https://p.scdn.co/mp3-preview/4ddafe725a1d518b71ac5b42e407b0acf1a3feb8?cid=d15799fa66d145678638eaacc0278873
6pxWv6GV35VGmcPf5dh6CH,Proud Mary,Creedence Clearwater Revival,2,1,120.745,4,187213,0.699,0.641,-7.564,0.0289,0.13,0.000218,0.0601,0.728,https://api.spotify.com/v1/audio-analysis/6pxWv6GV35VGmcPf5dh6CH,
5CtKsA5lA75wWaqxrC1r02,Street Life,The Crusaders,5,0,110.946,4,678200,0.543,0.414,-15.35,0.0513,0.322,0.00127,0.0685,0.559,https://api.spotify.com/v1/audio-analysis/5CtKsA5lA75wWaqxrC1r02,
0ppemovzTFwU7kGEziDpJ0,We Shall Dance,Demis Roussos,6,1,141.178,4,210267,0.254,0.604,-9.811,0.0446,0.0674,0,0.196,0.417,https://api.spotify.com/v1/audio-analysis/0ppemovzTFwU7kGEziDpJ0,
3dhhNUuNcZpGh44bPAmcvo,Outside Of This (Inside Of That),Jon & Vangelis,5,1,95.121,3,303333,0.385,0.0322,-23.625,0.0376,0.754,1.48e-05,0.232,0.0728,https://api.spotify.com/v1/audio-analysis/3dhhNUuNcZpGh44bPAmcvo,
0TOk6x6xMQuOIvWEuNgqJt,Shabop Shalom,Devendra Banhart,9,0,103.876,4,278213,0.55,0.376,-13.923,0.0346,0.542,0.837,0.15,0.635,https://api.spotify.com/v1/audio-analysis/0TOk6x6xMQuOIvWEuNgqJt,https://p.scdn.co/mp3-preview/1b7d84bc7e2d43ee5cede7b565e6d579a96e17b8?cid=d15799fa66d145678638eaacc0278873
3oAbhuLEMPWYOMOtRSq6NU,Piano Dust,Vector Lovers,6,0,120.042,4,247120,0.516,0.648,-8.145,0.0823,0.686,0.826,0.0855,0.236,https://api.spotify.com/v1/audio-analysis/3oAbhuLEMPWYOMOtRSq6NU,https://p.scdn.co/mp3-preview/cb03e47b8853476b0de6582e59353ad59b62b1eb?cid=d15799fa66d145678638eaacc0278873
0wuM7MYlwxpTmUKQtwPz8x,Half-Life,Vector Lovers,9,0,114.988,4,153480,0.362,0.802,-8.408,0.0895,0.774,0.92,0.336,0.0353,https://api.spotify.com/v1/audio-analysis/0wuM7MYlwxpTmUKQtwPz8x,https://p.scdn.co/mp3-preview/1f22d3538b94209e522a38002de0cbcf31999f59?cid=d15799fa66d145678638eaacc0278873
2m2BbSmNMgeJ3mbcc3Vdm7,Dusk Panorama,Vector Lovers,4,0,131.009,4,322840,0.793,0.492,-8.789,0.041,0.181,0.815,0.0699,0.294,https://api.spotify.com/v1/audio-analysis/2m2BbSmNMgeJ3mbcc3Vdm7,https://p.scdn.co/mp3-preview/3fe0dd3099f35fb718f2d3c709e37bd324ce57af?cid=d15799fa66d145678638eaacc0278873
5MNdc19TK2G3boE1eTFF2X,Crash Premonition,Vector Lovers,2,0,129.985,4,312267,0.477,0.921,-4.523,0.119,0.129,0.00463,0.0569,0.114,https://api.spotify.com/v1/audio-analysis/5MNdc19TK2G3boE1eTFF2X,https://p.scdn.co/mp3-preview/47cff3887a2ac22c1308da0bbc946a7af5fe4f65?cid=d15799fa66d145678638eaacc0278873
0tv2Vx5pcbgrPrgp3JmqkZ,Neon Sky Rain - Remastered,Vector Lovers,9,0,156.025,4,260653,0.622,0.679,-9.143,0.0688,0.151,0.0556,0.962,0.386,https://api.spotify.com/v1/audio-analysis/0tv2Vx5pcbgrPrgp3JmqkZ,https://p.scdn.co/mp3-preview/deb877b0bb0f4403a9134a21b2dd88f3b58a90a0?cid=d15799fa66d145678638eaacc0278873
4mvTcdOP0nx50zpnnhfPdD,Bob the Bob,The Lounge Lizards,6,1,174.357,4,127893,0.313,0.236,-16.547,0.0391,0.809,0.0504,0.0942,0.342,https://api.spotify.com/v1/audio-analysis/4mvTcdOP0nx50zpnnhfPdD,https://p.scdn.co/mp3-preview/8dfbae5a6501b34d7b3a74fbcd9426024c4d04b2?cid=d15799fa66d145678638eaacc0278873
7JsvW1GU2hbMnGETSyy7ig,"Ignorant Boy, Beautiful Girl (Namanama)",Loney Dear,11,1,93.034,4,238280,0.507,0.763,-15.501,0.0761,0.56,0.928,0.229,0.493,https://api.spotify.com/v1/audio-analysis/7JsvW1GU2hbMnGETSyy7ig,https://p.scdn.co/mp3-preview/e32d9ea1c9770ab7925c5e438370f4a604582377?cid=d15799fa66d145678638eaacc0278873
4QtTLCabjjQaBMblPdKeAu,You Look Good To Me,Oscar Peterson Trio,0,1,91.516,4,292067,0.41,0.257,-17.621,0.0363,0.736,0.281,0.106,0.209,https://api.spotify.com/v1/audio-analysis/4QtTLCabjjQaBMblPdKeAu,
7xy2GoOSfVtBueoQydlrYA,I Scare Myself,Dan Hicks & His Hot Licks,0,1,119.812,4,318333,0.432,0.197,-17.378,0.0327,0.272,0.17,0.106,0.506,https://api.spotify.com/v1/audio-analysis/7xy2GoOSfVtBueoQydlrYA,https://p.scdn.co/mp3-preview/93dfdb35f02e75137b4481d139f9afe15473ea5d?cid=d15799fa66d145678638eaacc0278873
2nsQdjrZesTsFqVpYNBpUm,Opposite People,Fela Kuti,5,0,117.973,4,998280,0.668,0.897,-5.167,0.177,0.11,0.0543,0.123,0.904,https://api.spotify.com/v1/audio-analysis/2nsQdjrZesTsFqVpYNBpUm,https://p.scdn.co/mp3-preview/f3f882c66502443bb70d425d0d902ecb239bb839?cid=d15799fa66d145678638eaacc0278873
1EisqVHFbLy0ph5MQvy1mh,Zeus,Jonny Trunk,9,0,107.211,3,262800,0.636,0.448,-15.414,0.0278,0.701,0.812,0.538,0.251,https://api.spotify.com/v1/audio-analysis/1EisqVHFbLy0ph5MQvy1mh,https://p.scdn.co/mp3-preview/c3bcd55b2b640a232f2ead9ebc096c4d9d53e8fe?cid=d15799fa66d145678638eaacc0278873
0ccCwNzXvr1Yoz91vKz31Z,"Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips,0,1,156.108,4,287507,0.555,0.902,-7.918,0.0958,0.337,0,0.152,0.62,https://api.spotify.com/v1/audio-analysis/0ccCwNzXvr1Yoz91vKz31Z,https://p.scdn.co/mp3-preview/01f29a1681283f64445b9e22f2c0e2eb9a7d0b98?cid=d15799fa66d145678638eaacc0278873
4rCKRVJZKVysScn2piDuOT,Something For Your M.I.N.D.,Superorganism,2,1,140.096,4,165391,0.698,0.542,-4.317,0.131,0.132,0.00117,0.199,0.664,https://api.spotify.com/v1/audio-analysis/4rCKRVJZKVysScn2piDuOT,https://p.scdn.co/mp3-preview/8ffa4535fe769fb486b9f84443d4d65afd25cbfa?cid=d15799fa66d145678638eaacc0278873
0qH487xSz8Z6Xk4kyOQkbG,Dirty Old Town,The Pogues,7,1,123.412,4,225426,0.511,0.464,-10.765,0.0383,0.256,4.2e-06,0.132,0.289,https://api.spotify.com/v1/audio-analysis/0qH487xSz8Z6Xk4kyOQkbG,https://p.scdn.co/mp3-preview/b7f572ca896f8e7ca6fa5de52734db274fb0d117?cid=d15799fa66d145678638eaacc0278873
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,9,1,97.923,4,254560,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,https://api.spotify.com/v1/audio-analysis/0bRXwKfigvpKZUurwqAlEh,https://p.scdn.co/mp3-preview/fdd27d4b10c891ee9e00b1820484b8898fcf905a?cid=d15799fa66d145678638eaacc0278873
2tH28YyKYOldxhuBHoI79M,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr._Bill Withers",10,0,95.819,4,237373,0.793,0.386,-13.413,0.0819,0.597,0.31,0.0775,0.584,https://api.spotify.com/v1/audio-analysis/2tH28YyKYOldxhuBHoI79M,https://p.scdn.co/mp3-preview/13ea1c1e025c9a30f11e86c0f5e876a132e531be?cid=d15799fa66d145678638eaacc0278873
4gRA0i5sxx3jAhHaVjPnUN,Use Me,Bill Withers,11,0,154.629,4,228327,0.758,0.586,-13.461,0.056,0.033,0.0028,0.0743,0.947,https://api.spotify.com/v1/audio-analysis/4gRA0i5sxx3jAhHaVjPnUN,https://p.scdn.co/mp3-preview/ba61f8c345b7d1acf572007eeb79c2c697a6f9cf?cid=d15799fa66d145678638eaacc0278873
17uVDovPi8BNheFVC4wCH8,Happy Birthday Mr. K,Michel Petrucciani,10,0,154.602,4,237467,0.346,0.538,-12.39,0.0379,0.755,0.691,0.281,0.75,https://api.spotify.com/v1/audio-analysis/17uVDovPi8BNheFVC4wCH8,
5jWMWqBczM9P7Fj0E8Pauu,Got One Life,The Qemists_MC Navigator,4,0,114.088,4,245147,0.327,0.948,-2.759,0.189,5.74e-05,0.00619,0.0624,0.782,https://api.spotify.com/v1/audio-analysis/5jWMWqBczM9P7Fj0E8Pauu,https://p.scdn.co/mp3-preview/b35a0c4b3e998ee89ec85140250a21375071bb72?cid=d15799fa66d145678638eaacc0278873
2w5Ksq5Wvfl9Rd7moGP9tW,Fill to Me the Parting Glass,Shaun Davey,0,1,108.31,4,340240,0.21,0.258,-12.614,0.0368,0.885,0.288,0.0507,0.154,https://api.spotify.com/v1/audio-analysis/2w5Ksq5Wvfl9Rd7moGP9tW,
29QksJV1n13inzZ2F6iNSP,Instead,Madeleine Peyroux,3,1,97.688,4,311587,0.737,0.295,-13.214,0.0624,0.884,0.000136,0.103,0.507,https://api.spotify.com/v1/audio-analysis/29QksJV1n13inzZ2F6iNSP,
6fBwVe6udYdnRqwqo06if8,I Would Die 4 U,Prince,2,1,135.406,4,178987,0.731,0.75,-10.457,0.0321,0.0862,0.000388,0.202,0.639,https://api.spotify.com/v1/audio-analysis/6fBwVe6udYdnRqwqo06if8,https://p.scdn.co/mp3-preview/e5a4e20dfa822dd7ea24dd131223efe0b59a6161?cid=d15799fa66d145678638eaacc0278873
0eP52OQtijQQzZBXDc923Z,My Angel (Malaika),Harry Belafonte_Miriam Makeba,5,1,207.956,4,195120,0.312,0.0478,-23.306,0.0402,0.968,0.000294,0.11,0.527,https://api.spotify.com/v1/audio-analysis/0eP52OQtijQQzZBXDc923Z,https://p.scdn.co/mp3-preview/7c033767f42593fe8af00cad98294ddfb3314d5f?cid=d15799fa66d145678638eaacc0278873
6wdx59FeWbzHJOwrYkEMfJ,Oxgam,Miriam Makeba,4,1,109.356,4,121707,0.654,0.403,-9.679,0.0388,0.817,0,0.163,0.862,https://api.spotify.com/v1/audio-analysis/6wdx59FeWbzHJOwrYkEMfJ,https://p.scdn.co/mp3-preview/366ba91d9ecbbc16a0ed44be9d1be114bcba59df?cid=d15799fa66d145678638eaacc0278873
5OSTDNpEZVqjmsS3V7D3eH,For What It's Worth,Miriam Makeba,5,1,85.037,4,186080,0.612,0.526,-9.027,0.0313,0.72,0.021,0.41,0.648,https://api.spotify.com/v1/audio-analysis/5OSTDNpEZVqjmsS3V7D3eH,
2hitsKa8SthKhRJBXUHbIv,Our House,"Crosby, Stills, Nash & Young",9,1,140.282,4,179760,0.592,0.205,-14.601,0.048,0.896,5.46e-05,0.119,0.378,https://api.spotify.com/v1/audio-analysis/2hitsKa8SthKhRJBXUHbIv,https://p.scdn.co/mp3-preview/15cf544c181b5282259659a0d49cf0bd94b7640a?cid=d15799fa66d145678638eaacc0278873
7d3cKDG22Ig9kZOS1qsq3S,Pata Pata - Stereo Version,Miriam Makeba,8,1,126.315,4,180174,0.823,0.8,-7.198,0.0418,0.614,0,0.0935,0.97,https://api.spotify.com/v1/audio-analysis/7d3cKDG22Ig9kZOS1qsq3S,
6XsrERz24iuh7dWkZ2aJYO,Hauteng,Miriam Makeba,10,1,139.729,4,289680,0.352,0.476,-8.264,0.0266,0.531,0,0.474,0.44,https://api.spotify.com/v1/audio-analysis/6XsrERz24iuh7dWkZ2aJYO,https://p.scdn.co/mp3-preview/5ae34aeb5e35d28837607c5ab7161f80d1ff7561?cid=d15799fa66d145678638eaacc0278873
6e3bgfYAFK8ph3l5Rr94zp,Beginning To See The Light - Closet Mix,The Velvet Underground,2,0,124.263,4,287000,0.599,0.508,-12.089,0.031,0.203,0.00155,0.174,0.72,https://api.spotify.com/v1/audio-analysis/6e3bgfYAFK8ph3l5Rr94zp,
1Q3ku4n6R1Ax3IYTEevKIH,Zawinul/Lava - 2004 Digital Remaster,Brian Eno,7,1,90.796,4,180293,0.196,0.0106,-24.383,0.0431,0.921,0.828,0.115,0.0934,https://api.spotify.com/v1/audio-analysis/1Q3ku4n6R1Ax3IYTEevKIH,
2d9KBVxb6bUfVCjjv1JAVe,The Big Ship - 2004 Digital Remaster,Brian Eno,0,1,117.994,3,181933,0.377,0.261,-15.708,0.0411,0.132,0.875,0.116,0.0457,https://api.spotify.com/v1/audio-analysis/2d9KBVxb6bUfVCjjv1JAVe,
4jtIRaEzERJyksw8YJPdml,Danger,J.J. Cale_Eric Clapton,9,1,111.196,4,332773,0.485,0.765,-6.604,0.0284,0.0985,0.0737,0.349,0.926,https://api.spotify.com/v1/audio-analysis/4jtIRaEzERJyksw8YJPdml,
5jR7az62F3VLf9NhtDB3qV,Final Theme,Bob Dylan,5,1,133.14,4,321027,0.414,0.383,-12.647,0.032,0.722,0.758,0.0657,0.33,https://api.spotify.com/v1/audio-analysis/5jR7az62F3VLf9NhtDB3qV,https://p.scdn.co/mp3-preview/b71d850469445795d801cc8a88660009516dbb04?cid=d15799fa66d145678638eaacc0278873
1YQWosTIljIvxAgHWTp7KP,Take Five,The Dave Brubeck Quartet,8,0,174.322,5,324133,0.454,0.26,-13.193,0.0401,0.539,0.00078,0.0675,0.598,https://api.spotify.com/v1/audio-analysis/1YQWosTIljIvxAgHWTp7KP,https://p.scdn.co/mp3-preview/eb37af1ddf50ffaa177884c1a62fc669e69dd472?cid=d15799fa66d145678638eaacc0278873
5Eh00DCKRf5t8HAl84oNAl,Mrs. Robinson,Paul Desmond,5,0,100.376,3,160787,0.541,0.338,-15.814,0.0477,0.781,0.85,0.0825,0.699,https://api.spotify.com/v1/audio-analysis/5Eh00DCKRf5t8HAl84oNAl,
6noMbk90d1O68NAn19QQyx,A Foggy Day,George Shearing,1,1,130.229,4,191573,0.306,0.269,-10.554,0.029,0.924,0.651,0.191,0.103,https://api.spotify.com/v1/audio-analysis/6noMbk90d1O68NAn19QQyx,
6T0bQ2VMMgNAvyamjQrS2X,"Goodnight, My Love",George Shearing,3,1,99.003,4,190707,0.553,0.126,-20.642,0.0363,0.99,0.832,0.119,0.338,https://api.spotify.com/v1/audio-analysis/6T0bQ2VMMgNAvyamjQrS2X,
2waiAcLQiqlX5bzvLtNUA0,Fly Me To The Moon (In Other Words),Nat King Cole_George Shearing,8,0,100.795,3,211173,0.299,0.133,-17.555,0.0356,0.969,0.000138,0.101,0.069,https://api.spotify.com/v1/audio-analysis/2waiAcLQiqlX5bzvLtNUA0,
5bqw1jBy6gacBpxsn8xFuF,Guilty,George Shearing,8,1,75.441,3,195267,0.331,0.0966,-24.707,0.0475,0.994,0.958,0.133,0.195,https://api.spotify.com/v1/audio-analysis/5bqw1jBy6gacBpxsn8xFuF,
1ZZYSJWfHVyvTE6A8vK4Mp,Little Wing,Sting,7,1,134.683,4,311267,0.467,0.416,-17.892,0.0429,0.254,0.0108,0.0273,0.435,https://api.spotify.com/v1/audio-analysis/1ZZYSJWfHVyvTE6A8vK4Mp,
3911Bzzv8FHgbitJzXFjxh,Toumast Tincha,Tinariwen,10,0,87.4,4,260253,0.3,0.66,-7.536,0.0704,0.485,0.817,0.116,0.189,https://api.spotify.com/v1/audio-analysis/3911Bzzv8FHgbitJzXFjxh,https://p.scdn.co/mp3-preview/06eb8566584fa8084521e9ebd1766faedff457f2?cid=d15799fa66d145678638eaacc0278873
4P3R9J5VGPyAPx9T6ZXAcF,I Believe (When I Fall In Love It Will Be Forever),Stevie Wonder,3,1,123.736,4,293067,0.441,0.441,-13.361,0.0391,0.374,1.35e-05,0.186,0.182,https://api.spotify.com/v1/audio-analysis/4P3R9J5VGPyAPx9T6ZXAcF,
6fX15DR4iOFwNPEvIQYEIK,La Engañadora,Ruben Gonzalez,2,1,106.757,4,151013,0.762,0.327,-11.416,0.044,0.726,0.00154,0.128,0.788,https://api.spotify.com/v1/audio-analysis/6fX15DR4iOFwNPEvIQYEIK,https://p.scdn.co/mp3-preview/88efd42a469a44635f61a6fee6c36a2113798877?cid=d15799fa66d145678638eaacc0278873
01w7fMIOWxnspak412Eqnb,Mambo sinuendo,Ry Cooder_Manuel Galbán,7,1,148.994,4,149253,0.787,0.714,-7.303,0.0537,0.496,0.576,0.0614,0.777,https://api.spotify.com/v1/audio-analysis/01w7fMIOWxnspak412Eqnb,https://p.scdn.co/mp3-preview/7a4b3e68cf3b00275e228b85fba815f2124465c8?cid=d15799fa66d145678638eaacc0278873
089w90EDO7SfyITaUDCWfK,María la O,Ry Cooder_Manuel Galbán,0,1,109.053,4,259120,0.577,0.375,-12.233,0.038,0.827,0.859,0.0983,0.643,https://api.spotify.com/v1/audio-analysis/089w90EDO7SfyITaUDCWfK,https://p.scdn.co/mp3-preview/df6bffa6097b4c77e95ffc5d25d0b96da99b1383?cid=d15799fa66d145678638eaacc0278873
0psyeHec8n59pvziGS2Juv,Bolero sonámbulo,Ry Cooder_Manuel Galbán,7,1,97.171,4,270573,0.553,0.393,-14.631,0.0304,0.548,0.871,0.243,0.422,https://api.spotify.com/v1/audio-analysis/0psyeHec8n59pvziGS2Juv,https://p.scdn.co/mp3-preview/f47e3c92310fef7a808ff3401cdb762cc68edf25?cid=d15799fa66d145678638eaacc0278873
2vb9nf8WkZC69OUKr0Pyi2,Secret Love,Ry Cooder_Manuel Galbán,2,1,74.238,4,349760,0.355,0.0757,-18.637,0.0477,0.96,0.886,0.104,0.0634,https://api.spotify.com/v1/audio-analysis/2vb9nf8WkZC69OUKr0Pyi2,https://p.scdn.co/mp3-preview/e206505cb88bb053dd6d096c4012fb6643138bb6?cid=d15799fa66d145678638eaacc0278873
4KOhE95xAsioxIVzpGCVgM,Bodas de oro,Ry Cooder_Manuel Galbán,7,0,100.218,4,278627,0.775,0.339,-15.454,0.0466,0.949,0.934,0.118,0.772,https://api.spotify.com/v1/audio-analysis/4KOhE95xAsioxIVzpGCVgM,https://p.scdn.co/mp3-preview/cebd9d7f34eb3e5da654b499bd19637fe7fddaa9?cid=d15799fa66d145678638eaacc0278873
6uNuwJQGBlEVkVWpCHxp5s,The Music Inside,Chuck Loeb,11,0,168.074,4,321440,0.631,0.577,-11.918,0.0435,0.452,0.822,0.0772,0.821,https://api.spotify.com/v1/audio-analysis/6uNuwJQGBlEVkVWpCHxp5s,
1eaSlMgbPpjX09KXPY0fLX,Sierra Nevada,Chuck Loeb,5,0,78.008,4,262200,0.672,0.559,-8.545,0.0286,0.291,0.506,0.0821,0.731,https://api.spotify.com/v1/audio-analysis/1eaSlMgbPpjX09KXPY0fLX,
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,7,1,145.024,4,287733,0.712,0.967,-5.206,0.047,0.0771,0,0.356,0.895,https://api.spotify.com/v1/audio-analysis/3Cx4yrFaX8CeHwBMReOWXI,https://p.scdn.co/mp3-preview/e7980f6596f50ca919f025ad49130dd11ca60f41?cid=d15799fa66d145678638eaacc0278873
2Fgw62FONEAkSjcV3AsvIT,Beneath The Light,Chuck Loeb,0,1,92.004,4,362627,0.647,0.798,-8.914,0.0364,0.739,0.851,0.0953,0.782,https://api.spotify.com/v1/audio-analysis/2Fgw62FONEAkSjcV3AsvIT,
7qnbzHIVFGX8OZnIuIk84D,Happiness Is Just Around The Bend,Brian Auger,7,0,125.248,4,392187,0.751,0.802,-6.68,0.0312,0.202,0.443,0.108,0.898,https://api.spotify.com/v1/audio-analysis/7qnbzHIVFGX8OZnIuIk84D,
13P2aPsJqteTyBMaYCMIBi,Also sprach Zarathustra,Deodato,5,1,101.078,4,541307,0.583,0.534,-15.11,0.0391,0.304,0.591,0.108,0.583,https://api.spotify.com/v1/audio-analysis/13P2aPsJqteTyBMaYCMIBi,https://p.scdn.co/mp3-preview/f1fdde0290f4ae4cde12fa528574f190b117ac48?cid=d15799fa66d145678638eaacc0278873
1z6zJqayfsAiiYtQ3minb7,Midnight In A Perfect World,DJ Shadow,7,0,79.526,4,298373,0.664,0.644,-9.334,0.0352,0.531,0.661,0.251,0.646,https://api.spotify.com/v1/audio-analysis/1z6zJqayfsAiiYtQ3minb7,
7Bz8yww6UMbTgTVLG6zbI4,Low Rider,War,0,1,140.075,4,190827,0.812,0.644,-10.761,0.0493,0.0877,0.785,0.0563,0.989,https://api.spotify.com/v1/audio-analysis/7Bz8yww6UMbTgTVLG6zbI4,https://p.scdn.co/mp3-preview/2c5730c9a5ced51d50ccf51b1b8f28cb20abcf99?cid=d15799fa66d145678638eaacc0278873
4MYb7NWLwXNDB7bYs3HeX8,Slow Ride - Edit,Foghat,2,1,113.618,4,232533,0.493,0.586,-13.916,0.046,0.0202,0.00106,0.102,0.656,https://api.spotify.com/v1/audio-analysis/4MYb7NWLwXNDB7bYs3HeX8,https://p.scdn.co/mp3-preview/1fc182fa0e04c221fe2d14ec0bac4700eccf406c?cid=d15799fa66d145678638eaacc0278873
1vahbgf2hkAjBvYRtIo09F,Underwater Love,Smoke City,6,1,81.769,4,406000,0.685,0.626,-7.809,0.204,0.812,0.0346,0.091,0.521,https://api.spotify.com/v1/audio-analysis/1vahbgf2hkAjBvYRtIo09F,https://p.scdn.co/mp3-preview/40e779c416da37a9766ea70b197124cc0f961ea5?cid=d15799fa66d145678638eaacc0278873
1uqQLKO4B1vPoMBMgfPW6j,Sound and Vision,David Bowie,7,1,211.862,4,110161,0.339,0.169,-13.509,0.064,0.955,0.455,0.11,0.188,https://api.spotify.com/v1/audio-analysis/1uqQLKO4B1vPoMBMgfPW6j,https://p.scdn.co/mp3-preview/3aa18c13bee3d18f1e0c82c8aeae1cb1de6584b9?cid=d15799fa66d145678638eaacc0278873
